time_alvo,ano,jogo,casa_ou_adversario,time_casa,time_visitante,estadio,torneio,placar_casa,placar_visitante,tecnico_casa,tecnico_visitante,nome_do_jogador,numero_do_jogador,posicao_do_jogador,substituto,capitao,passes_totais,passes_precisos,bolas_longas_totais,passes_precisos_longos,duelos_ganhos,afastamentos_totais,sofreu_faltas,defesas,minutos_jogados,toques,avaliacao,posses_de_bola_perdidas,cruzamentos_totais,cruzamentos_precisos,disputas_aereas_perdidas,duelos_perdidos,disputas_totais,disputas_ganhas,interceptacoes_ganhas,faltas,passes_chave,disputas_aereas_ganhas,desafios_perdidos,carrinhos_totais,tentativas_de_gol_bloqueadas,bloqueios_de_jogador_de_linha,perda_de_posse,tentativas_de_gol_no_alvo,gols,chutes_fora_do_alvo,socos_do_goleiro,acoes_do_goleiro_libero,acoes_precisas_do_goleiro_libero,assistencias,grandes_chances_criadas,impedimentos_totais,chutes_defendidos_de_dentro_da_area,grandes_chances_perdidas,penalti_ganho,boas_saidas_altas_do_goleiro,bola_na_trave,penalti_cometido,defesa_de_penalti,defesa_em_penalti_na_disputa_de_penaltis,gol_em_penalti_na_disputa_de_penaltis,erro_em_penalti_na_disputa_de_penaltis,penalti_perdido,erro_que_levou_a_um_chute,carrinho_de_ultimo_homem,afastamento_em_cima_da_linha,gols_contra,erro_que_levou_a_um_gol,gols_esperados,gols_evitatados,assistencias_esperadas
Palmeiras,2019.0,61.0,away,Vasco,Palmeiras,Estádio São Januário,Brasileirão Série A,1.0,2.0,Rafael Paiva,Abel Ferreira,Jean,17.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,61.0,away,Vasco,Palmeiras,Estádio São Januário,Brasileirão Série A,1.0,2.0,Rafael Paiva,Abel Ferreira,Lucas Esteves,46.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,61.0,away,Vasco,Palmeiras,Estádio São Januário,Brasileirão Série A,1.0,2.0,Rafael Paiva,Abel Ferreira,Hyoran,28.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,61.0,away,Vasco,Palmeiras,Estádio São Januário,Brasileirão Série A,1.0,2.0,Rafael Paiva,Abel Ferreira,Carlos Eduardo,37.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,61.0,away,Vasco,Palmeiras,Estádio São Januário,Brasileirão Série A,1.0,2.0,Rafael Paiva,Abel Ferreira,Henrique Dourado,27.0,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,61.0,away,Vasco,Palmeiras,Estádio São Januário,Brasileirão Série A,1.0,2.0,Rafael Paiva,Abel Ferreira,Miguel Borja,9.0,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Weverton,21.0,G,False,,8.0,4.0,5.0,1.0,,,,1.0,90.0,12.0,6.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Marcos Rocha,2.0,D,False,,37.0,28.0,10.0,5.0,11.0,2.0,2.0,,90.0,71.0,7.6,19.0,5.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,,1.0,2.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Gustavo Gómez,15.0,D,False,,31.0,21.0,6.0,,7.0,2.0,,,90.0,42.0,7.3,11.0,,,2.0,5.0,1.0,,,2.0,2.0,5.0,,2.0,,3.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Vitor Hugo,4.0,D,False,,23.0,23.0,2.0,2.0,3.0,4.0,,,90.0,34.0,6.8,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Diogo Barbosa,6.0,D,False,,44.0,35.0,2.0,1.0,3.0,1.0,,,90.0,66.0,6.6,14.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Bruno Henrique,19.0,M,False,True,49.0,45.0,7.0,5.0,1.0,,,,90.0,59.0,7.5,8.0,1.0,,,2.0,2.0,1.0,,1.0,2.0,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Thiago Santos,5.0,M,False,,28.0,17.0,4.0,2.0,9.0,2.0,1.0,,90.0,40.0,6.7,12.0,,,3.0,8.0,,,1.0,5.0,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Dudu,7.0,M,False,,28.0,24.0,1.0,1.0,11.0,,5.0,,90.0,66.0,8.0,23.0,17.0,4.0,1.0,5.0,7.0,5.0,,,5.0,1.0,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Gustavo Scarpa,14.0,M,False,,28.0,22.0,4.0,4.0,6.0,,1.0,,84.0,51.0,7.3,15.0,5.0,2.0,4.0,6.0,3.0,3.0,1.0,,5.0,1.0,,1.0,,,2.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Zé Rafael,8.0,M,False,,16.0,13.0,,,10.0,,3.0,,66.0,38.0,7.0,10.0,1.0,,1.0,9.0,7.0,4.0,,2.0,,1.0,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Deyverson,16.0,F,False,,10.0,5.0,,,6.0,1.0,3.0,,71.0,26.0,6.2,11.0,,,2.0,4.0,1.0,1.0,,,,3.0,1.0,,,,1.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Willian,29.0,F,True,,14.0,10.0,,,1.0,,,,24.0,20.0,6.8,6.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Miguel Borja,9.0,F,True,,4.0,4.0,,,1.0,1.0,,,19.0,8.0,6.1,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Carlos Eduardo,37.0,M,True,,3.0,2.0,,,,,,,13.0,7.0,6.1,4.0,1.0,,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Jailson,42.0,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Edu Dracena,3.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Luan Garcia,13.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Mayke,12.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Lucas Esteves,46.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Raphael Veiga,23.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Matheus Fernandes,35.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Ramires,18.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,62.0,home,Palmeiras,Corinthians,Allianz Parque,Brasileirão Série A,1.0,1.0,Abel Ferreira,Ramón Díaz,Henrique Dourado,27.0,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Weverton,21.0,G,False,,16.0,10.0,11.0,5.0,,3.0,,4.0,90.0,29.0,7.3,6.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Marcos Rocha,2.0,D,False,,62.0,50.0,10.0,5.0,6.0,1.0,1.0,,90.0,89.0,7.0,18.0,5.0,2.0,1.0,7.0,2.0,1.0,2.0,1.0,5.0,,3.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Luan Garcia,13.0,D,False,,35.0,30.0,5.0,2.0,5.0,5.0,,,90.0,49.0,7.1,7.0,1.0,,,2.0,1.0,1.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Vitor Hugo,4.0,D,False,,37.0,35.0,2.0,2.0,3.0,5.0,,,90.0,47.0,6.8,3.0,,,3.0,5.0,,,2.0,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Diogo Barbosa,6.0,D,False,,48.0,43.0,1.0,1.0,2.0,3.0,1.0,,90.0,67.0,6.5,11.0,3.0,,,6.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Bruno Henrique,19.0,M,False,True,62.0,56.0,4.0,3.0,,1.0,,,90.0,73.0,6.6,9.0,,,3.0,3.0,,,,,,,,,1.0,,,1.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Thiago Santos,5.0,M,False,,49.0,45.0,3.0,2.0,7.0,,3.0,,90.0,61.0,7.1,5.0,,,3.0,8.0,1.0,1.0,3.0,4.0,2.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Gustavo Scarpa,14.0,M,False,,22.0,17.0,2.0,1.0,4.0,,2.0,,45.0,33.0,6.8,9.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Dudu,7.0,M,False,,44.0,38.0,5.0,5.0,3.0,,1.0,,90.0,64.0,7.9,16.0,7.0,1.0,2.0,4.0,1.0,1.0,,,3.0,,1.0,1.0,,,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Zé Rafael,8.0,M,False,,32.0,29.0,,,9.0,,5.0,,72.0,46.0,7.4,7.0,1.0,,1.0,4.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Deyverson,16.0,F,False,,8.0,6.0,1.0,,2.0,,1.0,,45.0,18.0,6.3,6.0,1.0,,1.0,5.0,1.0,,,1.0,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Lucas Lima,20.0,M,True,,50.0,44.0,4.0,2.0,2.0,,1.0,,45.0,55.0,7.2,7.0,1.0,,,2.0,1.0,1.0,,1.0,3.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Miguel Borja,9.0,F,True,,8.0,8.0,,,3.0,1.0,1.0,,45.0,22.0,7.8,1.0,,,2.0,3.0,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Willian,29.0,F,True,,8.0,8.0,1.0,1.0,1.0,,1.0,,18.0,15.0,6.2,4.0,,,,3.0,2.0,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Fernando Prass,1.0,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Antônio Carlos,25.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Edu Dracena,3.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Victor Luis,26.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Mayke,12.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Hyoran,28.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Ramires,18.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Matheus Fernandes,35.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,63.0,away,Bahia,Palmeiras,Arena Fonte Nova,Brasileirão Série A,1.0,1.0,Rogério Ceni,Abel Ferreira,Raphael Veiga,23.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Weverton,21.0,G,False,,10.0,5.0,7.0,2.0,,1.0,,1.0,90.0,20.0,6.2,5.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Marcos Rocha,2.0,D,False,,35.0,18.0,5.0,1.0,5.0,1.0,,,90.0,58.0,6.5,23.0,3.0,1.0,,4.0,1.0,,1.0,1.0,1.0,,1.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Gustavo Gómez,15.0,D,False,,39.0,29.0,5.0,2.0,7.0,6.0,1.0,,71.0,52.0,6.7,10.0,,,,1.0,,,2.0,1.0,,7.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Vitor Hugo,4.0,D,False,,38.0,32.0,5.0,3.0,3.0,3.0,,,90.0,45.0,6.4,6.0,,,1.0,2.0,,,2.0,,,3.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Diogo Barbosa,6.0,D,False,,40.0,37.0,2.0,2.0,4.0,,2.0,,90.0,62.0,6.9,7.0,2.0,,6.0,8.0,,,1.0,2.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Bruno Henrique,19.0,M,False,True,48.0,41.0,2.0,1.0,5.0,1.0,2.0,,90.0,66.0,6.9,11.0,,,,8.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Thiago Santos,5.0,M,False,,43.0,37.0,4.0,2.0,11.0,1.0,,,90.0,58.0,7.2,7.0,1.0,,1.0,5.0,,,2.0,3.0,,4.0,2.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Dudu,7.0,M,False,,25.0,18.0,2.0,,10.0,,6.0,,90.0,60.0,7.7,21.0,10.0,3.0,1.0,7.0,5.0,3.0,,2.0,4.0,,1.0,1.0,1.0,,1.0,,,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Lucas Lima,20.0,M,False,,33.0,24.0,3.0,1.0,5.0,,2.0,,90.0,53.0,6.5,17.0,2.0,2.0,1.0,7.0,1.0,,,1.0,,,2.0,3.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Zé Rafael,8.0,M,False,,19.0,15.0,1.0,,3.0,,,,64.0,33.0,6.0,10.0,1.0,,,11.0,2.0,1.0,,2.0,,,5.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Miguel Borja,9.0,F,False,,9.0,6.0,,,2.0,,1.0,,45.0,16.0,6.4,7.0,,,1.0,4.0,3.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Luiz Adriano,10.0,F,True,,11.0,9.0,,,1.0,,,,45.0,12.0,6.7,2.0,,,,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Willian,29.0,F,True,,14.0,13.0,,,1.0,,,,26.0,20.0,6.6,3.0,2.0,1.0,,1.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Ramires,18.0,M,True,,12.0,12.0,1.0,1.0,1.0,,,,19.0,17.0,6.5,2.0,,,2.0,4.0,,,,,,1.0,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Jailson,42.0,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Luan Garcia,13.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Victor Luis,26.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Mayke,12.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Hyoran,28.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Gustavo Scarpa,14.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Matheus Fernandes,35.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2019.0,64.0,home,Palmeiras,Grêmio,Allianz Parque,Brasileirão Série A,1.0,2.0,Abel Ferreira,Renato Portaluppi,Carlos Eduardo,37.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
