time_alvo,ano,jogo,casa_ou_adversario,time_casa,time_visitante,estadio,torneio,placar_casa,placar_visitante,tecnico_casa,tecnico_visitante,nome_do_jogador,numero_do_jogador,posicao_do_jogador,substituto,capitao,passes_totais,passes_precisos,bolas_longas_totais,passes_precisos_longos,duelos_ganhos,afastamentos_totais,sofreu_faltas,defesas,minutos_jogados,toques,avaliacao,posses_de_bola_perdidas,cruzamentos_totais,cruzamentos_precisos,disputas_aereas_perdidas,duelos_perdidos,disputas_totais,disputas_ganhas,interceptacoes_ganhas,faltas,passes_chave,disputas_aereas_ganhas,desafios_perdidos,carrinhos_totais,tentativas_de_gol_bloqueadas,bloqueios_de_jogador_de_linha,perda_de_posse,tentativas_de_gol_no_alvo,gols,chutes_fora_do_alvo,socos_do_goleiro,acoes_do_goleiro_libero,acoes_precisas_do_goleiro_libero,assistencias,grandes_chances_criadas,impedimentos_totais,chutes_defendidos_de_dentro_da_area,grandes_chances_perdidas,penalti_ganho,boas_saidas_altas_do_goleiro,bola_na_trave,penalti_cometido,defesa_de_penalti,defesa_em_penalti_na_disputa_de_penaltis,gol_em_penalti_na_disputa_de_penaltis,erro_em_penalti_na_disputa_de_penaltis,penalti_perdido,erro_que_levou_a_um_chute,carrinho_de_ultimo_homem,afastamento_em_cima_da_linha,gols_contra,erro_que_levou_a_um_gol,gols_esperados,gols_evitatados,assistencias_esperadas
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Matías Viña,17,D,FALSE,NA,21,15,4,4,5,3,2,NA,82,55,6.7,15,1,NA,NA,6,3,2,1,1,NA,NA,1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Danilo,28,M,FALSE,NA,31,23,4,NA,7,2,2,NA,90,43,6.8,10,NA,NA,1,2,2,1,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Zé Rafael,8,M,FALSE,NA,26,21,3,1,7,NA,1,NA,90,42,7.5,7,NA,NA,2,7,3,2,1,3,1,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Raphael Veiga,23,M,FALSE,NA,16,14,NA,NA,5,NA,4,NA,82,31,6.7,6,NA,NA,NA,5,4,1,1,NA,NA,NA,1,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Gustavo Scarpa,14,M,FALSE,NA,17,7,2,1,5,NA,3,NA,64,27,6.9,14,3,1,NA,3,1,1,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Breno Lopes,19,M,FALSE,NA,11,11,1,1,2,NA,NA,NA,64,16,6.7,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Deyverson,9,F,FALSE,NA,35,14,3,NA,16,2,1,NA,87,46,7,23,1,NA,1,2,2,2,1,NA,NA,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Dudu,43,M,TRUE,NA,9,6,1,NA,2,NA,1,NA,26,18,6.4,7,NA,NA,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Wesley,11,M,TRUE,NA,6,3,NA,NA,4,NA,1,NA,26,12,6.9,4,NA,NA,1,2,1,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Victor Luis,26,D,TRUE,NA,4,3,NA,NA,NA,NA,NA,NA,8,7,6.4,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Patrick de Paula,5,M,TRUE,NA,4,3,NA,NA,NA,1,NA,NA,8,6,6.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Willian,29,F,TRUE,NA,2,2,NA,NA,NA,NA,NA,NA,8,7,6.4,3,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Jailson,42,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Felipe Melo,30,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Mayke,12,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Renan,3,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Lucas Lima,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Danilo Barbosa,18,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,58,away,Universidad Católica,Palmeiras,San Carlos de Apoquindo,""Copa Libertadores, Knockout stage"",0,1,Tiago Nunes,Abel Ferreira,Gabriel Veron,27,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Weverton,21.0,G,False,,21.0,11.0,15.0,5.0,1.0,,,1.0,90.0,27.0,7.2,12.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Mayke,12.0,D,False,,27.0,23.0,5.0,3.0,1.0,2.0,,,90.0,43.0,7.1,7.0,1.0,,1.0,1.0,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Felipe Melo,30.0,D,False,True,37.0,34.0,11.0,9.0,6.0,2.0,1.0,,90.0,46.0,7.4,4.0,,,1.0,3.0,,,,2.0,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Gustavo Gómez,15.0,D,False,,47.0,40.0,8.0,5.0,7.0,5.0,,,90.0,63.0,8.1,8.0,,,1.0,2.0,,,4.0,,,5.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Renan,3.0,D,False,,44.0,39.0,5.0,2.0,7.0,2.0,1.0,,90.0,66.0,7.5,9.0,,,,4.0,1.0,,2.0,1.0,1.0,2.0,1.0,4.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Patrick de Paula,5.0,M,False,,24.0,19.0,7.0,6.0,5.0,2.0,,,75.0,39.0,7.0,11.0,1.0,,1.0,4.0,,,1.0,1.0,,2.0,,3.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Zé Rafael,8.0,M,False,,40.0,35.0,6.0,5.0,8.0,1.0,1.0,,90.0,63.0,7.4,9.0,,,1.0,8.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Dudu,43.0,M,False,,10.0,6.0,1.0,1.0,,,,,61.0,21.0,6.5,12.0,4.0,,1.0,4.0,1.0,,1.0,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Raphael Veiga,23.0,M,False,,19.0,17.0,2.0,1.0,,,,,61.0,29.0,7.3,6.0,4.0,3.0,,3.0,,,,3.0,4.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Wesley,11.0,M,False,,26.0,22.0,4.0,3.0,6.0,,,,74.0,44.0,7.0,13.0,3.0,1.0,,8.0,6.0,3.0,,3.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Willian,29.0,F,False,,4.0,4.0,,,1.0,,1.0,,61.0,10.0,6.8,4.0,1.0,,1.0,3.0,,,,1.0,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Gustavo Scarpa,14.0,M,True,,7.0,6.0,2.0,1.0,,,,,29.0,19.0,7.5,8.0,6.0,2.0,,1.0,,,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Deyverson,16.0,F,True,,9.0,6.0,2.0,2.0,5.0,1.0,1.0,,29.0,16.0,7.5,3.0,,,2.0,2.0,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Breno Lopes,19.0,F,True,,6.0,4.0,,,,,,,29.0,10.0,8.0,4.0,,,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Matías Viña,17.0,D,True,,7.0,4.0,2.0,,2.0,,2.0,,16.0,12.0,6.7,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Danilo,28.0,M,True,,9.0,9.0,1.0,1.0,2.0,,1.0,,15.0,14.0,7.0,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Vinicius Silvestre,1.0,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Benjamin Kuscevic,4.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Marcos Rocha,2.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Victor Luis,26.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Lucas Lima,20.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Danilo Barbosa,18.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2021.0,59.0,away,Atlético Goianiense,Palmeiras,Estádio Antônio Accioly,Brasileirão Série A,0.0,3.0,Umberto Louzer,Abel Ferreira,Gabriel Veron,27.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,60,home,Palmeiras,Universidad Católica,Allianz Parque,""Copa Libertadores, Knockout stage"",1,0,Abel Ferreira,Tiago Nunes,Weverton,21,G,FALSE,NA,31,24,19,13,1,1,1,3,90,40,7.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,60,home,Palmeiras,Universidad Católica,Allianz Parque,""Copa Libertadores, Knockout stage"",1,0,Abel Ferreira,Tiago Nunes,Marcos Rocha,2,D,FALSE,NA,26,20,8,5,2,NA,1,NA,68,46,7.5,12,2,1,1,5,3,1,NA,2,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,60,home,Palmeiras,Universidad Católica,Allianz Parque,""Copa Libertadores, Knockout stage"",1,0,Abel Ferreira,Tiago Nunes,Felipe Melo,30,D,FALSE,TRUE,39,37,5,4,2,2,NA,NA,83,44,6.7,2,NA,NA,NA,3,NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,60,home,Palmeiras,Universidad Católica,Allianz Parque,""Copa Libertadores, Knockout stage"",1,0,Abel Ferreira,Tiago Nunes,Gustavo Gómez,15,D,FALSE,NA,37,34,1,NA,6,3,1,NA,90,46,7.3,4,1,NA,1,1,NA,NA,1,1,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,60,home,Palmeiras,Universidad Católica,Allianz Parque,""Copa Libertadores, Knockout stage"",1,0,Abel Ferreira,Tiago Nunes,Renan,3,D,FALSE,NA,48,34,11,6,5,1,1,NA,90,65,6.9,17,NA,NA,NA,4,2,2,NA,3,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,60,home,Palmeiras,Universidad Católica,Allianz Parque,""Copa Libertadores, Knockout stage"",1,0,Abel Ferreira,Tiago Nunes,Danilo,28,M,FALSE,NA,34,33,3,3,2,1,NA,NA,90,44,7.3,3,NA,NA,NA,3,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,60,home,Palmeiras,Universidad Católica,Allianz Parque,""Copa Libertadores, Knockout stage"",1,0,Abel Ferreira,Tiago Nunes,Zé Rafael,8,M,FALSE,NA,34,31,4,3,7,1,1,NA,90,46,7.3,4,NA,NA,NA,5,4,3,NA,3,1,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2021,60,home,Palmeiras,Universidad Católica,Allianz Parque,""Copa Libertadores, Knockout stage"",1,0,Abel Ferreira,Tiago Nunes,Raphael Veiga,23,M,FALSE,NA,18,15,2,2,1,1,1,NA,68,34,6.9,7,NA,NA,NA,2,1,NA,2,NA,1,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
